CUS_NO ; BRANCH ; BIRTH
2048;1007;640116    
2049;1008;570105    
2050;1001;510101    
2051;1009;271015    
2055;1004;570630    
2057;2009;431013    
2058;2003;450101    
2059;1005;410101    
2061;2004;410504    
2062;1004;250301    
2064;1003;290524    
2065;1011;460213    
2066;2002;450521    
2067;2007;630127    
2068;1009;450101    
2069;2002;440112    
2070;1009;590431    
2071;1004;371106    
2074;2007;480101    
2075;1011;361030    
2076;2002;210818    
2077;1001;350101    
2078;1001;440318    
2079;1008;280310    
2081;2002;370115    
2083;2007;610226    
2084;2007;351020    
2086;1003;360101    
2088;1007;520516    
2089;2009;400631    
2090;1007;360115    
2091;1006;511024    
2095;2001;460101    
2097;1001;340310    
2098;1006;321115    
2099;1001;570825    
2100;2002;580601    
2101;1004;520219    
2103;1006;490327    
2104;1009;680615    
2105;2007;530610    
2106;1001;540404    
2107;1011;470101    
2108;1011;530501    
2109;1009;481214    
2110;1001;510916    
2112;1007;270710    
2114;1001;350615    
2115;1009;060307    
2117;1001;400609    
2118;1007;580527    
2119;2002;460520    
2120;1009;250510    
2121;2003;600514    
2122;1001;530130    
2123;2009;420102    
2124;1006;240927    
2125;1011;361216    
2129;1001;230418    
2130;2008;360930    
2131;1003;200318    
2133;2001;360421    
2134;1003;490507    
2135;1011;630403    
2137;1009;360816    
2138;1011;510529    
2139;2004;380301    
2140;1001;370915    
2141;1010;411201    
2142;1010;411002    
2143;2001;600108    
2144;1009;610128    
2145;2004;580801    
2146;1008;510514    
2147;1007;561106    
2148;1005;550602    
2149;1008;550631    
2150;2009;640609    
2151;1009;091201    
2152;1001;560401    
2153;2002;400226    
2154;2002;370609    
2156;2004;600628    
2157;1006;321112    
2158;1007;261109    
2159;1003;301205    
2160;1001;020701    
2161;1009;560901    
2162;1003;250207    
2163;2002;520416    
2164;2004;450106    
2166;1001;541211    
2167;1003;260320    
2168;1008;510320    
2169;1007;711102    
2170;2004;350124    
2171;1011;470417    
2172;1003;520202    
2175;2004;390101    
2176;2008;520105    
2177;1001;340618    
2178;1001;280828    
2179;1010;440518    
2180;2007;460127    
2181;2009;181129    
2182;1010;460225    
2184;1009;280728    
2186;2008;460102    
2188;1003;390703    
2189;2003;251006    
2190;2009;270304    
2191;1007;301210    
2192;1007;590302    
2193;1011;261221    
2195;1009;381101    
2197;1007;370120    
2198;1009;620916    
2199;2004;561015    
2200;2007;460101    
2201;1007;400102    
2202;2004;230108    
2204;1011;280628    
2205;1001;480909    
2207;1009;410319    
2208;1001;130812    
2210;1006;530212    
2211;1009;500727    
2212;1001;290509    
2213;1004;480803    
2214;1010;470608    
2216;1008;490908    
2217;2003;400126    
2218;1009;520414    
2219;1011;350201    
2220;1007;370505    
2221;1006;600505    
2222;1004;541030    
2223;1003;480521    
2224;2002;310905    
2225;1010;400930    
2226;2004;440601    
2227;1008;401201    
2228;1006;380712    
2229;1011;540105    
2232;1007;341210    
2233;2002;440101    
2234;1009;261018    
2236;1011;170906    
2238;1008;301106    
2239;1004;400101    
2240;2002;371205    
2241;2004;300301    
2242;1009;230223    
2244;1001;340103    
2245;2009;570615    
2246;1011;280505    
2248;1001;400417    
2249;2007;300711    
2250;1001;750912    
2251;2002;410601    
2252;1009;480405    
2253;1008;570516    
2254;2007;450601    
2255;1001;540101    
2261;1009;390607    
2262;2004;260105    
2263;1010;220231    
2266;1001;491024    
2267;2004;450901    
2268;2004;480104    
2269;1007;441116    
2270;2004;290306    
2271;1008;590521    
2272;1010;520229    
2273;1001;520604    
2274;1007;401126    
2275;1006;670905    
2277;1007;580423    
2278;2007;720708    
2279;1011;610314    
2280;2002;261115    
2281;1001;460629    
2282;1007;560614    
2285;1007;560101    
2286;1009;560612    
2287;1008;261005    
2288;2004;431028    
2294;1001;540102    
2295;1011;360110    
2296;1006;370104    
2297;2004;480315    
2299;1004;170101    
2300;2003;350620    
2301;2002;341021    
2302;1011;631216    
2303;1006;460307    
2304;1001;450101    
2306;1001;660224    
2307;1006;510626    
2308;1008;320901    
2309;2009;520101    
2311;1006;470611    
2312;1010;530815    
2313;1007;371115    
2314;2004;280522    
2315;1007;520303    
2316;1004;490230    
2318;1004;420301    
2319;1011;340311    
2320;1006;410617    
2321;1006;340210    
2322;1004;480522    
2323;2004;440108    
2325;1003;470103    
2327;2002;110801    
2328;2002;151016    
2329;2004;390404    
2330;2002;530601    
2332;2001;390220    
2333;2009;561115    
2334;1004;510601    
2336;1007;530428    
2337;1011;420903    
2338;1011;250705    
2340;2004;350101    
2342;1008;151028    
2343;1008;280120    
2344;1007;460220    
2345;1007;401217    
2347;1008;290522    
2348;1001;310501    
2349;1010;610825    
2351;2003;460605    
2352;1001;380108    
2353;1009;190626    
2355;2004;210311    
2357;2004;250621    
2359;1003;110101    
2360;1010;650508    
2361;1003;350129    
2362;2007;500821    
2363;2008;341205    
2364;1003;521006    
2365;1006;500615    
2366;2004;630318    
2368;2001;420403    
2370;1009;760105    
2371;1010;550205    
2372;2009;320618    
2375;1003;360424    
2378;1001;420305    
2380;2004;420509    
2382;2002;590101    
2383;1004;580601    
2384;1011;330810    
2386;2004;300102    
2387;1011;360125    
2388;2002;481201    
2389;2004;430620    
2390;1009;330110    
2391;1010;360918    
2392;1006;150624    
2393;1001;320518    
2394;1008;120208    
2395;1003;580223    
2397;2004;410509    
2398;2003;580701    
2400;1007;321117    
2402;1003;330901    
2404;2008;521015    
2405;1010;221010    
2407;1008;370403    
2408;1008;110101    
2409;1008;490925    
2410;1008;440728    
2411;1001;450201    
2412;1010;451004    
2413;1003;490629    
2415;1006;440528    
2416;1009;600204    
2418;1006;441220    
2419;1009;460120    
2420;1001;400102    
2421;1004;460116    
2422;1011;260819    
2423;1004;521114    
2424;1011;161117    
2425;1010;490510    
2426;1011;090212    
2428;1011;310910    
2429;2007;411122    
2430;1007;220903    
2432;1007;610627    
2433;2007;390615    
2434;2004;320303    
2436;1001;190102    
2437;1011;290401    
2439;1009;280601    
2440;1006;270901    
2443;2004;421126    
2444;1007;391024    
2445;1003;180510    
2447;1001;460701    
2448;2004;470501    
2449;1011;130209    
2450;2007;320803    
2451;1007;570617    
2453;1004;340102    
2455;2004;490510    
2456;1007;430101    
2457;1008;491102    
2458;2004;310830    
2460;1009;430229    
2461;2008;260903    
2462;2003;400529    
2463;1001;600607    
2465;2002;511129    
2466;2004;400110    
2468;2009;270803    
2472;1009;460630    
2473;1001;460413    
2474;2008;410710    
2475;2009;271009    
2477;1001;340928    
2479;2001;140809    
2480;1009;441125    
2481;1001;200304    
2482;1008;300202    
2483;1001;530627    
2484;1003;381020    
2485;1007;390614    
2486;2004;530103    
2487;2009;530521    
2488;1009;390107    
2489;2003;641110    
2490;1007;380215    
2491;2003;610309    
2492;1009;560520    
2493;1008;331001    
2494;1001;470214    
2495;1004;430911    
2496;1009;560726    
2498;1001;260717    
2500;1006;350404    
2502;1008;370926    
2504;1010;520601    
2505;1001;280319    
2506;1007;580321    
2507;1001;320824    
2508;2009;200110    
2509;2003;370605    
2510;1007;380920    
2511;2001;290101    
2512;1007;191120    
2513;1008;621209    
2515;1008;330403    
2516;2004;570630    
2517;1005;550105    
2518;1008;550625    
2519;1007;561011    
2523;1001;591002    
2525;2002;211002    
2526;1001;370227    
2527;1011;140706    
2528;2004;370214    
2530;1001;331023    
2531;1006;500501    
2532;1005;591204    
2533;1001;501028    
2534;1008;540630    
2535;1009;491020    
2536;1001;531209    
2537;1010;330130    
2538;1001;600304    
2539;2008;490617    
2541;1008;590304    
2542;1009;130204    
2543;1001;300320    
2544;1001;360626    
2545;2003;270402    
2547;1009;320525    
2550;1010;590420    
2551;2003;500625    
2552;1010;471210    
2553;1007;411220    
2554;1011;521019    
2556;1007;290104    
2558;1003;600125    
2559;1003;300423    
2561;1003;290426    
2562;1001;430917    
2563;1001;420410    
2564;1001;351217    
2565;2009;590608    
2566;2004;511224    
2567;1001;470925    
2568;1008;590523    
2569;1006;250320    
2570;1001;581218    
2571;2007;301015    
2572;1010;191209    
2573;1007;250607    
2577;2004;520101    
2578;2004;201102    
2579;2002;240110    
2582;1009;260125    
2583;1009;190822    
2584;1011;580216    
2585;1009;270422    
2586;1007;580601    
2589;1008;350601    
2590;1007;450328    
2591;2002;320224    
2595;2007;350601    
2597;2003;281101    
2598;1010;530830    
2601;2007;270703    
2602;2007;330108    
2603;1001;630520    
2604;1003;260129    
2606;2002;480601    
2607;1008;380210    
2609;1011;590305    
2610;1006;360701    
2611;1007;341130    
2612;1001;350106    
2613;1001;440201    
2616;1008;550612    
2617;2004;370407    
2618;1007;490620    
2620;1001;450907    
2621;1006;491001    
2622;1001;410102    
2624;1001;430116    
2625;1010;070101    
2626;1006;471018    
2627;1009;240128    
2628;1007;590306    
2629;1007;410102    
2630;2004;350202    
2631;2001;471226    
2632;2002;230101    
2635;1006;450124    
2636;1001;341017    
2637;1010;530701    
2638;2002;510305    
2639;2002;370715    
2641;2003;380218    
2643;1007;390907    
2644;1001;560301    
2645;2003;610101    
2646;2008;551026    
2647;1001;470206    
2648;1008;550701    
2649;2009;480510    
2650;1001;510508    
2651;1009;600606    
2653;1001;530309    
2655;1011;371221    
2656;1010;481005    
2657;1003;440510    
2658;2001;550622    
2659;2007;230120    
2661;1001;220105    
2662;2004;400423    
2663;1001;431006    
2664;2009;500805    
2665;1001;370809    
2666;2009;310701    
2667;2002;410301    
2668;1008;570630    
2669;2011;590631    
2670;1001;440511    
2673;1009;370807    
2674;1001;370120    
2675;1009;670510    
2676;1003;480627    
2678;1009;300126    
2679;2003;521229    
2680;1001;320127    
2681;1005;330315    
2683;2007;290602    
2684;1001;140621    
2685;2007;500101    
2686;1003;450409    
2687;1003;460203    
2688;2007;391220    
2689;2004;370614    
2690;2002;261001    
2691;2003;460101    
2692;1007;320401    
2693;2009;421211    
2694;2009;580328    
2695;2008;530921    
2696;1009;310416    
2697;1001;250218    
2698;2007;720611    
2699;2007;550630    
2700;1011;380310    
2701;2003;550727    
2702;1004;460926    
2703;1005;560621    
2704;1009;230326    
2705;1001;550121    
2707;1001;380101    
2708;1011;600312    
2709;2001;211115    
2710;2011;411018    
2711;1008;571105    
2713;1006;590625    
2715;1008;240303    
2716;2002;391001    
2718;2011;420108    
2719;2007;300129    
2720;1004;530418    
2721;2008;410101    
2722;2002;550824    
2723;2001;250301    
2724;2004;500630    
2725;2003;390301    
2726;1008;500315    
2729;1003;550626    
2730;1007;250705    
2731;1001;210215    
2732;1007;581216    
2733;1011;350310    
2734;1001;530601    
2735;1007;520631    
2736;2011;150802    
2737;1008;451007    
2738;1001;430310    
2739;1005;370701    
2740;1009;450814    
2741;1011;690822    
2742;2011;440631    
2743;1011;320619    
2744;2011;540523    
2745;1011;500601    
2746;1007;260623    
2747;2009;430815    
2748;1011;530627    
2749;2003;420201    
2750;2004;340605    
2752;2009;440515    
2753;1003;510509    
2755;1011;490626    
2757;2003;460911    
2758;2011;460630    
2759;1001;510101    
2760;1006;511020    
2761;2011;370103    
2762;1001;390612    
2763;1011;440222    
2765;1001;540313    
2766;1008;290103    
2767;1011;540920    
2768;1001;560707    
2769;1009;480120    
2770;1001;370301    
2772;1006;290610    
2773;1003;410401    
2774;1001;460610    
2776;1009;290805    
2777;1006;370101    
2778;2007;740928    
2780;2003;440915    
2781;1011;330809    
2784;1001;300101    
2785;2009;540526    
2786;1003;441024    
2788;2001;470406    
2790;2001;610509    
2791;2003;600316    
2792;1001;060404    
2793;2011;390402    
2794;2004;560426    
2795;2007;260714    
2797;1001;530105    
